slug,title,author,isbn,status,first_published,date_updated,notes
best-served-cold,Best Served Cold,Joe Abercrombie,0575127759,want,2009,,
betrayal,Betrayal,Harold Pinter,9780802192288,read,1978,,
betty-zane,Betty Zane,Zane Grey,1537247778,read,2016,,
between-past-and-future,Between Past and Future,Hannah Arendt,9781101662656,read,1961,,
between-the-acts,Between the Acts,Virginia Woolf,9786155643477,read,1941,,
between-the-world-and-me,Between the World and Me,Ta-Nehisi Coates,9780679645986,read,2015,,
beyond-good-and-evil-2,Beyond Good and Evil,Friedrich Nietzsche,014044923X,read,1955,,
beyond-thirty,Beyond Thirty,Edgar Rice Burroughs,9781304209146,read,1955,,
bhagavad-gita,Bhagavad Gita,Vyasa,0144000687,read,1944,,
big-breasts-and-wide-hips,Big Breasts and Wide Hips,Mo Yan,9781628722536,read,1996,,
billiards-at-half-past-nine,Billiards at Half-Past Nine,Heinrich Böll,0140187243,read,1975,,
binti,Binti,Nnedi Okorafor,9780765384461,want,2015,,
biographia-literaria,Biographia Literaria,Samuel Taylor Coleridge,,read,1817,,
birthday-letters,Birthday Letters,Ted Hughes,9780374525811,read,1998,,
biscuit-in-the-garden,Biscuit in the Garden,Alyssa Satin Capucilli,0061935042,read,2013,,
black-beauty,Black Beauty,Anna Sewell,0140366849,read,1994,,
black-boy,Black Boy,Richard Wright,9780060929787,read,1945,,
black-hat-go-go-programming-for-hackers-and-pentesters,Black Hat Go: Go Programming for Hackers and Pentesters,"Tom Steele, Chris Patten, Dan Kottmann",9781593278656,read,2020,,
black-hat-python,Black Hat Python,"Justin Seitz, Tim Arnold",9781718501126,read,2021,,
black-leopard-red-wolf,"Black Leopard, Red Wolf",Marlon James,9780735220195,want,2019,,
black-marxism,Black Marxism,Cedric J. Robinson,9780807848296,read,1983,,
black-reconstruction-in-america,Black Reconstruction in America,W.E.B. Du Bois,9780684856575,read,1935,,
black-skin-white-masks,"Black Skin, White Masks",Frantz Fanon,0745300359,read,1986,,
black-sun,Black Sun,Rebecca Roanhorse,9781534437678,read,2020,,
black-swan,Black Swan,Nassim Nicholas Taleb,9780812973815,read,2005,,
blackbirds,Blackbirds,Arthur Cleveland Bent,9783563383933,read,2025,,
blackout,Blackout,Connie Willis,9780345519832,want,2010,,
blake-pierce-mystery-bundle,Blake Pierce: Mystery Bundle,Blake Pierce,9781632916815,read,2016,,
blasted,Blasted,Sarah Kane,,read,2002,,
bleak-house,Bleak House,Charles Dickens,9780307947192,read,1850,,
blindness,Blindness,José Saramago,0151002517,read,1999,,
blindsight,Blindsight,Peter Watts,9781429955195,read,2006,,
bliss-and-other-stories,Bliss and Other Stories,Katherine Mansfield,9783734721120,read,1900,,
blood-meridian,Blood Meridian,Cormac McCarthy,9780679641049,read,1985,,
blood-music,Blood Music,Greg Bear,9781497607446,read,1985,,
bloodlands,Bloodlands,Timothy Snyder,9780465002399,want,2010,,
bloody-rose,Bloody Rose,Nicholas Eames,,read,,,
blow-up-and-other-stories,Blow-Up and Other Stories,Julio Cortázar,9780804153249,read,1968,,
blue-hand,Blue Hand,Edgar Wallace,9798665177588,read,2020,,
blue-mars,Blue Mars,Kim Stanley Robinson,9780553573350,read,1996,,
bodies-that-matter,Bodies That Matter,Judith Butler,0415903661,read,1993,,
body-of-secrets,Body of Secrets,James Bamford,9780385499088,read,1998,,
bonjour-tristesse,Bonjour Tristesse,Françoise Sagan,,read,1954,,
book-of-blues,Book of Blues,Jack Kerouac,9781101548806,read,1995,,
book-of-the-new-sun,Book of the New Sun,Gene Wolfe,0312863942,read,1983,,
book-of-vile-darkness,Book of Vile Darkness,Robert J. Schwalb,0786958685,read,2011,,
book-of-why,Book of Why,Judea Pearl,9780465097616,want,2018,,
books-of-blood,Books of Blood,Clive Barker,,read,1985,,
border-town,Border Town,Shen Congwen,9780061959233,want,2009,,
boris-godunov,Boris Godunov,Aleksandr Pushkin,,read,1831,,
born-in-blood-and-fire,Born in Blood and Fire,John Chasteen,0393050483,read,2000,,
borne,Borne,Jeff VanderMeer,9780374115241,want,2017,,
botchan,Botchan,Natsume Sōseki,4770030487,read,1918,,
bourgeois-dignity,Bourgeois Dignity,Deirdre McCloskey,9780226556741,read,2010,,
bouvard-and-p-cuchet,Bouvard and Pécuchet,Gustave Flaubert,9783752318524,want,2018,,
brain-of-the-firm,Brain of the Firm,Stafford Beer,,read,1972,,
brasyl,Brasyl,Ian McDonald,9781591028222,want,2007,,
brave-new-world,Brave New World,Aldous Huxley,,read,1932,,
breakfast-of-champions,Breakfast of Champions,Kurt Vonnegut,9780385334204,read,1973,,
brewster-s-millions,Brewster's Millions,George Barr McCutcheon,1494764784,read,2013,,
brightness-falls-from-the-air,Brightness Falls from the Air,James Tiptree Jr.,9781497611412,read,1985,,
bring-up-the-bodies,Bring Up the Bodies,Hilary Mantel,9781429947657,want,2012,,
broken-april,Broken April,Ismail Kadare,,read,1982,,
broken-harbor,Broken Harbor,Tana French,9781101583753,want,2012,,
brood-of-the-witch-queen,Brood of the Witch-Queen,Sax Rohmer,9781304969910,read,2014,,
brothers,Brothers,Yu Hua,9780307377982,want,2009,,
brothers-karamazov,Brothers Karamazov,Fyodor Dostoevsky,9780553898095,want,2013,,
brown-on-resolution,Brown on Resolution,C. S. Forester,,read,2025,,
buddenbrooks,Buddenbrooks,Thomas Mann,9780307780959,read,1909,,
building-products-for-the-enterprise,Building Products for the Enterprise,Blair Reeves,9781492024750,read,2018,,
bulfinch-s-mythology,Bulfinch's Mythology,Thomas Bulfinch,,read,2011,,
bulldog-drummond,Bulldog Drummond,Sapper,9781627938426,read,2013,,
burgers-daughter,Burger's Daughter,Nadine Gordimer,9781101571057,read,1979,,
bursts,Bursts,Albert‑László Barabási,9781101187166,read,2010,,
bushido-the-soul-of-japan,Bushido: The Soul of Japan,Nitobe Inazō,9780369410153,read,1907,,
butchers-crossing,Butcher's Crossing,John Williams,,read,1960,,
by-night-in-chile,By Night in Chile,Roberto Bolaño,9780811215473,read,2003,,
c-sar-birotteau,César Birotteau,Honoré de Balzac,,read,1800,,
cairo-trilogy,Cairo Trilogy,Naguib Mahfouz,9780385264662,read,1993,,
calibans-war,Caliban's War,James S.A. Corey,9780316202275,want,2012,,
call-me-ishmael-tonight,Call Me Ishmael Tonight,Agha Shahid Ali,9780393352047,read,2004,,
call-sign-chaos-learning-to-lead,Call Sign Chaos: Learning to Lead,Jim Mattis & Bing West,9780812996845,read,2019,,
campo-santo,Campo Santo,W.G. Sebald,9780307433039,read,2003,,
can-you-forgive-her,Can You Forgive Her?,Anthony Trollope,,read,1800,,
cancer-ward,Cancer Ward,Aleksandr Solzhenitsyn,0374511993,read,1997,,
candide,Candide,Voltaire,9781467778008,read,1746,,
cane,Cane,Jean Toomer,1684227240,read,1923,,
cannery-row,Cannery Row,John Steinbeck,9780143125211,read,1945,,
canto-general,Canto General,Pablo Neruda,0520227093,read,1943,,
canzoniere,Canzoniere,Petrarch,1899293124,read,1985,,
capital-in-the-twenty-first-century,Capital in the Twenty‑First Century,Thomas Piketty,9780674979857,read,2017,,
capital-vol-1-2,Capital Vol 1,Karl Marx,9780141920603,read,1999,,
capital-volume-1,Capital: Volume 1,Karl Marx,,read,1867,,
capital-volume-i,"Capital, Volume I",Karl Marx,9780141920603,read,1967,,
capital-volume-ii,"Capital, Volume II",Karl Marx,9780141913292,read,1961,,
capital-volume-iii,"Capital, Volume III",Karl Marx,9780141903217,want,2022,,
capitalism-and-freedom,Capitalism and Freedom,Milton Friedman,0226264211,read,1962,,
capitalism-socialism-and-democracy,Capitalism Socialism and Democracy,Joseph Schumpeter,9780061330087,read,1942,,
capitalism-without-capital,Capitalism without Capital,"Jonathan Haskel, Stian Westlake",9780691183299,read,2018,,
captain-blood,Captain Blood,Rafael Sabatini,1495949648,read,2014,,
captain-jinks-hero,"Captain Jinks, Hero",Ernest Crosby,,read,1902,,
carrie,Carrie,Stephen King,9798217007684,read,1974,,
cartesian-meditations,Cartesian Meditations,Edmund Husserl,9789400999978,read,1960,,
castle-rackrent,Castle Rackrent,Maria Edgeworth,,read,1800,,
cat-and-mouse,Cat and Mouse,Günter Grass,0156155516,read,1963,,
cat-on-a-hot-tin-roof,Cat on a Hot Tin Roof,Tennessee Williams,0811205673,read,1944,,
categories,Categories,Aristotle,,read,1938,,
category-theory-for-the-working-mathematician,Category Theory for the Working Mathematician,Saunders Mac Lane,9781461298397,want,2013,,
category-theory-in-context,Category Theory in Context,Emily Riehl,9780486820804,want,2016,,
cathay,Cathay,Ezra Pound,9781400876532,want,2010,,
catriona,Catriona,Robert Louis Stevenson,9781595405036,read,2004,,
cats-cradle,Cat's Cradle,Kurt Vonnegut,9780385333481,read,1963,,
causality,Causality,Judea Pearl,9780521895606,read,2000,,
celestial-bodies,Celestial Bodies,Samuel Kazlow,9781622754076,read,2014,,
cenizas-de-izalco,Cenizas de Izalco,Claribel Alegría,,read,1993,,
ceremony,Ceremony,Leslie Marmon Silko,9781440621826,read,1977,,
change-agent,Change Agent,Lyle E. Schaller,,read,1972,,
chaos,Chaos,James Gleick,,read,1987,,
chapterhouse-dune,Chapterhouse: Dune,Frank Herbert,9780593098271,read,1985,,
charlotte-temple,Charlotte Temple,Mrs. Rowson,,read,1839,,
charmides,Charmides,Plato,9781316511114,read,1927,,
child-of-god,Child of God,Cormac McCarthy,9780679728740,read,1974,,
childe-harolds-pilgrimage,Childe Harold's Pilgrimage,Lord Byron,,read,1812,,
childhood-boyhood-youth,"Childhood, Boyhood, Youth",Leo Tolstoy,9783989885776,read,1905,,
childhoods-end,Childhood's End,Arthur C. Clarke,9780795324970,read,1953,,
children-of-dune,Children of Dune,Frank Herbert,9780593201749,read,1976,,
children-of-god,Children of God,Mary Doria Russell,9781409471189,read,1998,,
children-of-memory,Children of Memory,James Fenton,,read,1983,,
children-of-men,Children of Men,P.D. James,9780307773449,read,1992,,
children-of-ruin,Children of Ruin,Adrian Tchaikovsky,9781509865864,read,2019,,
children-of-the-alley,Children of the Alley,Naguib Mahfouz,9774246799,read,2001,,
children-of-the-mind,Children of the Mind,BookCaps Study Guides Staff,1470159287,read,2012,,
children-of-time,Children of Time,Adrian Tchaikovsky,9781447273318,read,2015,,
chivalry,Chivalry,Maurice Hugh Keen,0300107676,read,2005,,
chronicle-books-for-cooks,Chronicle Books for Cooks,"Robin Asbell, Susie Middleton, Karen Morgan, Joseph Shuldiner, Melissa's / World Variety Produce, Inc.",9781452138664,read,2013,,
chronicle-in-stone,Chronicle in Stone,Ismail Kadare,1559708336,read,1973,,
chronicle-of-a-death-foretold,Chronicle of a Death Foretold,Gabriel García Márquez,0140157549,read,1984,,
circe,Circe,Madeline Miller,9786020665931,read,2018,,
cities-of-the-plain,Cities of the Plain,Cormac McCarthy,1890885045,read,1998,,
citizen-of-the-galaxy,Citizen of the Galaxy,Robert A. Heinlein,9781416505525,read,1957,,
city-of-god,City of God,Augustine,,read,2003,,
city-of-illusions,City of Illusions,Ursula K. Le Guin,0441107087,read,1967,,
civil-disobedience,Civil Disobedience,Henry David Thoreau,9781504013772,read,1800,,
civilization,Civilization,Niall Ferguson,9780143122067,want,2011,,
civilization-and-capitalism,Civilization and Capitalism,Fernand Braudel,0520081145,read,1982,,
civilization-and-its-discontents,Civilization and Its Discontents,Sigmund Freud,,read,1930,,
civilwarland-in-bad-decline,CivilWarLand in Bad Decline,George Saunders,9780307822222,read,1996,,
clarissa,Clarissa,Samuel Richardson,1975964640,read,1748,,
classic-of-poetry-shijing,Classic of Poetry (Shijing),Confucius (compiled),1784350443,read,2014,,
clays-ark,Clay's Ark,Octavia E. Butler,9781538765456,read,1984,,
clean-architecture,Clean Architecture,Robert C. Martin,9780134494326,read,2017,,
clean-code,Clean Code,Robert C. Martin,9780132350884,read,2008,,
clear-light-of-day,Clear Light of Day,Anita Desai,9788184003284,read,1980,,
cleopatra,Cleopatra,Duane W. Roller,9780199829965,read,2011,,
climbing-mount-improbable,Climbing Mount Improbable,Richard Dawkins,0393316823,read,1996,,
closely-watched-trains,Closely Watched Trains,Bohumil Hrabal,,read,1990,,
clotel,Clotel,William Wells Brown,9780486149349,read,2012,,
cloud-native-python,Cloud Native Python,Manish Sethi,9781787129542,read,2017,,
cloud-nine,Cloud Nine,Caryl Churchill,1559360992,read,1979,,
clouds-of-witness,Clouds of Witness,Dorothy L. Sayers,9780369410887,read,2024,,
clues-myths-and-the-historical-method,"Clues, Myths, and the Historical Method",Carlo Ginzburg,9781421409917,want,2013,,
code,Code,Charles Petzold,9780735638723,read,1999,,
code-complete,Code Complete,Steve McConnell,9780735636972,read,1993,,
code-the-hidden-language-of-computer-hardware-and-software,Code: The Hidden Language of Computer Hardware and Software,Charles Petzold,,read,1999,,
collapse,Collapse,Jared Diamond,0143036556,read,2004,,
collected-ghost-stories,Collected Ghost Stories,M.R. James,,read,1931,,
collected-poems,Collected Poems,Sylvia Plath,,read,1963,,
collected-poems-2,Collected Poems,Emily Dickinson,,read,1991,,
collected-poems-3,Collected Poems,Robert Frost,0805005021,read,1930,,
collected-poems-4,Collected Poems,Wallace Stevens,9780307791870,read,1954,,
collected-poems-5,Collected Poems,William Carlos Williams,0811211878,read,1950,,
collected-poems-6,Collected Poems,Dylan Thomas,9780811223089,read,1952,,
collected-poems-7,Collected Poems,Muriel Spark,1784101249,read,1967,,
collective-choice-and-social-welfare,Collective Choice and Social Welfare,Amartya Sen,9780674919211,read,2017,,
commentaries-on-the-gallic-war,Commentaries on the Gallic War,Julius Caesar,,read,1865,,
communist-manifesto,Communist Manifesto,Marx & Engels,9781476734293,read,1848,,
compilers-principles-techniques-and-tools,Compilers: Principles Techniques and Tools,"Aho, Lam, Sethi, and Ullman",9781292037233,read,1986,,
compilers-principles-techniques-and-tools-2,"Compilers: Principles, Techniques, and Tools","Aho, Lam, Sethi, and Ullman",9781292037233,read,2013,,
complete-poems,Complete Poems,Marianne Moore,9780140188516,read,1994,,
complexity,Complexity,Mitchell Waldrop,9781504059145,read,1992,,
complexity-a-guided-tour,Complexity: A Guided Tour,Melanie Mitchell,9780199724574,read,2009,,
complexity-the-emerging-science-at-the-edge-of-order-and-chaos,Complexity: The Emerging Science at the Edge of Order and Chaos,Mitchell Waldrop,9781504059145,read,2019,,
computer-networks-2,Computer Networks,Andrew S. Tanenbaum,,read,1981,,
computer-systems-a-programmers-perspective,Computer Systems: A Programmer's Perspective,Bryant & O'Hallaron,9789898974723,read,2015,,
conan-the-barbarian,Conan the Barbarian,Robert E. Howard,,read,1932,,
concluding-unscientific-postscript,Concluding Unscientific Postscript,Søren Kierkegaard,9780521882477,read,1941,,
concrete-mathematics,Concrete Mathematics,Donald E. Knuth,9780134389981,read,1988,,
concrete-mathematics-2,Concrete Mathematics,Donald Knuth and Ronald Graham and Oren Patashnik,9780134389981,read,1994,,
concrete-mathematics-3,Concrete Mathematics,"Graham, Knuth, Patashnik",9783540390350,read,1988,,
confession-of-the-lioness,Confession of the Lioness,Mia Couto,9780374710958,want,2012,,
confessions,Confessions,Augustine,9781565483873,read,1482,,
confessions-2,Confessions,Jean-Jacques Rousseau,1494331675,read,1782,,
confessions-of-a-mask,Confessions of a Mask,Yukio Mishima,081120118X,read,1958,,
confessions-of-an-english-opium-eater,Confessions of an English Opium-Eater,Thomas De Quincey,1361215062,read,2016,,
confusion-of-feelings,Confusion of Feelings,Stefan Zweig,,read,1927,,
conjectures-and-refutations,Conjectures and Refutations,Karl Popper,0415285941,read,1962,,
consider-phlebas,Consider Phlebas,Iain M. Banks,9780316095839,read,1987,,
considerations-on-representative-government,Considerations on Representative Government,John Stuart Mill,,read,1861,,
consilience,Consilience,E.O. Wilson,9780679768678,read,1999,,
consuelo,Consuelo,George Sand,,read,1842,,
contact,Contact,Carl Sagan,,read,1985,,
contempt,Contempt,Alberto Moravia,,read,1954,,
contingency-irony-and-solidarity,"Contingency, Irony, and Solidarity",Richard Rorty,0521367816,read,1989,,
conversation-in-the-cathedral,Conversation in the Cathedral,Mario Vargas Llosa,9780060732806,want,2012,,
conversations-with-friends,Conversations with Friends,Sally Rooney,9780451499059,read,2017,,
coolie,Coolie,Mulk Raj Anand,0140186808,read,1900,,
coriolanus,Coriolanus,William Shakespeare,0521294029,read,1734,,
cornelli,Cornelli,Johanna Spyri,,read,1926,,
cory-doctorow-homeland,Cory_Doctorow_-_Homeland,Cory Doctorow,8863553114,read,2015,,
cosmicomics,Cosmicomics,Italo Calvino,9780544231931,read,2001,,
cosmopolitanism,Cosmopolitanism,Kwame Anthony Appiah,9780393079715,want,2007,,
cosmos,Cosmos,Carl Sagan,9780345539434,read,1980,,
count-zero,Count Zero,William Gibson,9780441013678,read,1986,,
countdown-to-zero-day,Countdown to Zero Day,Kim Zetter,9780770436193,read,2014,,
counter-hack-reloaded,Counter Hack Reloaded,Skoudis and Liston,,want,2006,,
cousin-bette,Cousin Bette,Honoré de Balzac,,read,1888,,
cousin-henry,Cousin Henry,Anthony Trollope,9781442918108,read,1993,,
cranford,Cranford,Elizabeth Gaskell,1542552923,read,1853,,
crash,Crash,J.G. Ballard,,read,2004,,
crave,Crave,Sarah Kane,,read,1998,,
creating-capabilities,Creating Capabilities,Martha Nussbaum,9780674050549,want,2011,,
creative-evolution,Creative Evolution,Henri Bergson,,read,1911,,
creatures-of-light-and-darkness,Creatures of Light and Darkness,Roger Zelazny,,read,1969,,
crime-and-punishment-2,Crime and Punishment,Fyodor Dostoevsky,9780307829603,read,1911,,
critical-mass,Critical Mass,Philip Ball,0374530416,read,2006,,
critique-of-dialectical-reason,Critique of Dialectical Reason,Jean-Paul Sartre,1844670775,read,2004,,
critique-of-judgement,Critique of Judgement,Immanuel Kant,,read,1790,,
critique-of-judgment,Critique of Judgment,Immanuel Kant,9780486445434,want,2012,,
critique-of-practical-reason,Critique of Practical Reason,Immanuel Kant,9781603846837,want,2012,,
