Category,Title,Author,Priority
Literature,Jude the Obscure,Thomas Hardy,1
Literature,Tess of the d'Urbervilles,Thomas Hardy,1
Literature,The Mayor of Casterbridge,Thomas Hardy,1
Literature,The Return of the Native,Thomas Hardy,1
Literature,Under the Greenwood Tree,Thomas Hardy,1
Literature,Le Morte d'Arthur,Thomas Malory,1
Literature,Buddenbrooks,Thomas Mann,1
Literature,Death in Venice,Thomas Mann,1
Literature,Doctor Faustus,Thomas Mann,1
Literature,Joseph and His Brothers,Thomas Mann,1
Literature,Magic Mountain,Thomas Mann,1
Literature,The Magic Mountain,Thomas Mann,1
Literature,Utopia,Thomas More,1
Literature,Against the Day,Thomas Pynchon,1
Literature,Gravity's Rainbow,Thomas Pynchon,1
Literature,Mason & Dixon,Thomas Pynchon,1
Literature,The Crying of Lot 49,Thomas Pynchon,1
Literature,V.,Thomas Pynchon,1
Literature,Vineland,Thomas Pynchon,1
Literature,Anna Karenina,Tolstoy,1
Literature,War and Peace,Tolstoy,1
Literature,A Mercy,Toni Morrison,1
Literature,Beloved,Toni Morrison,1
Literature,Jazz,Toni Morrison,1
Literature,Paradise,Toni Morrison,1
Literature,Song of Solomon,Toni Morrison,1
Literature,Sula,Toni Morrison,1
Literature,The Bluest Eye,Toni Morrison,1
Literature,Foucault's Pendulum,Umberto Eco,1
Literature,Six Walks in the Fictional Woods,Umberto Eco,1
Literature,The Island of the Day Before,Umberto Eco,1
Literature,The Name of the Rose,Umberto Eco,1
Literature,Les Misérables,Victor Hugo,1
Literature,Ninety-Three,Victor Hugo,1
Literature,The Hunchback of Notre-Dame,Victor Hugo,1
Literature,The Man Who Laughs,Victor Hugo,1
Literature,Toilers of the Sea,Victor Hugo,1
Literature,A Room of One's Own,Virginia Woolf,1
Literature,Between the Acts,Virginia Woolf,1
Literature,Mrs Dalloway,Virginia Woolf,1
Literature,Orlando,Virginia Woolf,1
Literature,The Waves,Virginia Woolf,1
Literature,To the Lighthouse,Virginia Woolf,1
Literature,"Ada, or Ardor",Vladimir Nabokov,1
Literature,Invitation to a Beheading,Vladimir Nabokov,1
Literature,Lolita,Vladimir Nabokov,1
Literature,Pale Fire,Vladimir Nabokov,1
Literature,"Speak, Memory",Vladimir Nabokov,1
Literature,Candide,Voltaire,1
Literature,Micromégas,Voltaire,1
Literature,Philosophical Dictionary,Voltaire,1
Literature,Zadig,Voltaire,1
Literature,Austerlitz,W.G. Sebald,1
Literature,On the Natural History of Destruction,W.G. Sebald,1
Literature,The Rings of Saturn,W.G. Sebald,1
Literature,Vertigo,W.G. Sebald,1
Literature,Armadale,Wilkie Collins,1
Literature,No Name,Wilkie Collins,1
Literature,The Moonstone,Wilkie Collins,1
Literature,The Woman in White,Wilkie Collins,1
Literature,"Absalom, Absalom!",William Faulkner,1
Literature,As I Lay Dying,William Faulkner,1
Literature,"Go Down, Moses",William Faulkner,1
Literature,Light in August,William Faulkner,1
Literature,Sanctuary,William Faulkner,1
Literature,The Sound and the Fury,William Faulkner,1
Literature,The Wild Palms,William Faulkner,1
Literature,Ake,Wole Soyinka,1
Literature,Death and the King's Horseman,Wole Soyinka,1
Literature,The Interpreters,Wole Soyinka,1
Literature,Snow Country,Yasunari Kawabata,1
Literature,The Master of Go,Yasunari Kawabata,1
Literature,Thousand Cranes,Yasunari Kawabata,1
Literature,Confessions of a Mask,Yukio Mishima,1
Literature,Sea of Fertility tetralogy,Yukio Mishima,1
Literature,The Sailor Who Fell from Grace with the Sea,Yukio Mishima,1
Literature,The Temple of the Golden Pavilion,Yukio Mishima,1
Literature,Dust Tracks on a Road,Zora Neale Hurston,1
Literature,Mules and Men,Zora Neale Hurston,1
Literature,Their Eyes Were Watching God,Zora Neale Hurston,1
Literature,Afterlives,Abdulrazak Gurnah,2
Literature,Paradise,Abdulrazak Gurnah,2
Literature,The Invention of Morel,Adolfo Bioy Casares,2
Literature,Badenheim 1939,Aharon Appelfeld,2
Literature,The Map of Love,Ahdaf Soueif,2
Literature,Explosion in a Cathedral,Alejo Carpentier,2
Literature,The Kingdom of This World,Alejo Carpentier,2
Literature,Dear Life,Alice Munro,2
Literature,Lives of Girls and Women,Alice Munro,2
Literature,Runaway,Alice Munro,2
Literature,The Moons of Jupiter,Alice Munro,2
Literature,Meridian,Alice Walker,2
Literature,The Color Purple,Alice Walker,2
Literature,Clear Light of Day,Anita Desai,2
Literature,In Custody,Anita Desai,2
Literature,A Woman's Story,Annie Ernaux,2
Literature,Simple Passion,Annie Ernaux,2
Literature,Accordion Crimes,Annie Proulx,2
Literature,Barkskins,Annie Proulx,2
Literature,The Shipping News,Annie Proulx,2
Literature,Barchester Towers,Anthony Trollope,2
Literature,Can You Forgive Her?,Anthony Trollope,2
Literature,Doctor Thorne,Anthony Trollope,2
Literature,The Way We Live Now,Anthony Trollope,2
Literature,The Beautyful Ones Are Not Yet Born,Ayi Kwei Armah,2
Literature,Family,Ba Jin,2
Literature,The Book of the Courtier,Baldassare Castiglione,2
Literature,10:04,Ben Lerner,2
Literature,Leaving the Atocha Station,Ben Lerner,2
Literature,The Assistant,Bernard Malamud,2
Literature,The Fixer,Bernard Malamud,2
Literature,The Natural,Bernard Malamud,2
Literature,Closely Watched Trains,Bohumil Hrabal,2
Literature,Too Loud a Solitude,Bohumil Hrabal,2
Literature,Sanatorium Under the Sign of the Hourglass,Bruno Schulz,2
Literature,The Street of Crocodiles,Bruno Schulz,2
Literature,Aura,Carlos Fuentes,2
Literature,Terra Nostra,Carlos Fuentes,2
Literature,The Death of Artemio Cruz,Carlos Fuentes,2
Literature,Reflections in a Golden Eye,Carson McCullers,2
Literature,The Heart Is a Lonely Hunter,Carson McCullers,2
Literature,The Member of the Wedding,Carson McCullers,2
Literature,Americanah,Chimamanda Ngozi Adichie,2
Literature,Half of a Yellow Sun,Chimamanda Ngozi Adichie,2
Literature,Purple Hibiscus,Chimamanda Ngozi Adichie,2
Literature,The Book of the City of Ladies,Christine de Pizan,2
Literature,The Nickel Boys,Colson Whitehead,2
Literature,The Underground Railroad,Colson Whitehead,2
Literature,Zone One,Colson Whitehead,2
Literature,A Tomb for Boris Davidovich,Danilo Kiš,2
Literature,"Garden, Ashes",Danilo Kiš,2
Literature,Remembering Babylon,David Malouf,2
Literature,D'Alembert's Dream,Denis Diderot,2
Literature,Jacques the Fatalist,Denis Diderot,2
Literature,Rameau's Nephew,Denis Diderot,2
Literature,Jesus' Son,Denis Johnson,2
Literature,Train Dreams,Denis Johnson,2
Literature,Tree of Smoke,Denis Johnson,2
Literature,Nightwood,Djuna Barnes,2
Literature,The Devil's Elixirs,E.T.A. Hoffmann,2
Literature,The Life and Opinions of the Tomcat Murr,E.T.A. Hoffmann,2
Literature,The Sandman,E.T.A. Hoffmann,2
Literature,Love in a Fallen City,Eileen Chang,2
Literature,My Brilliant Friend,Elena Ferrante,2
Literature,The Story of a New Name,Elena Ferrante,2
Literature,The Story of the Lost Child,Elena Ferrante,2
Literature,Those Who Leave and Those Who Stay,Elena Ferrante,2
Literature,Cranford,Elizabeth Gaskell,2
Literature,Mary Barton,Elizabeth Gaskell,2
Literature,North and South,Elizabeth Gaskell,2
Literature,Wives and Daughters,Elizabeth Gaskell,2
Literature,A Good Man Is Hard to Find,Flannery O'Connor,2
Literature,Everything That Rises Must Converge,Flannery O'Connor,2
Literature,Wise Blood,Flannery O'Connor,2
Literature,Don Carlos,Friedrich Schiller,2
Literature,On the Aesthetic Education of Man,Friedrich Schiller,2
Literature,Wallenstein,Friedrich Schiller,2
Literature,William Tell,Friedrich Schiller,2
Literature,The Tin Flute,Gabrielle Roy,2
Literature,Consuelo,George Sand,2
Literature,Indiana,George Sand,2
Literature,Lélia,George Sand,2
Literature,CivilWarLand in Bad Decline,George Saunders,2
Literature,Lincoln in the Bardo,George Saunders,2
Literature,Tenth of December,George Saunders,2
Literature,Independent People,Halldór Laxness,2
Literature,World Light,Halldór Laxness,2
Literature,Billiards at Half-Past Nine,Heinrich Böll,2
Literature,The Clown,Heinrich Böll,2
Literature,The Death of Virgil,Hermann Broch,2
Literature,The Sleepwalkers,Hermann Broch,2
Literature,The Land of Green Plums,Herta Müller,2
Literature,Bring Up the Bodies,Hilary Mantel,2
Literature,The Mirror & the Light,Hilary Mantel,2
Literature,Wolf Hall,Hilary Mantel,2
Literature,Broken April,Ismail Kadare,2
Literature,Chronicle in Stone,Ismail Kadare,2
Literature,The Palace of Dreams,Ismail Kadare,2
Literature,The Deerslayer,James Fenimore Cooper,2
Literature,The Last of the Mohicans,James Fenimore Cooper,2
Literature,The Pathfinder,James Fenimore Cooper,2
Literature,An Angel at My Table,Janet Frame,2
Literature,Owls Do Cry,Janet Frame,2
Literature,Andromaque,Jean Racine,2
Literature,Phèdre,Jean Racine,2
Literature,Cane,Jean Toomer,2
Literature,A Visit from the Goon Squad,Jennifer Egan,2
Literature,Manhattan Beach,Jennifer Egan,2
Literature,Salvage the Bones,Jesmyn Ward,2
Literature,"Sing, Unburied, Sing",Jesmyn Ward,2
Literature,Manhattan Transfer,John Dos Passos,2
Literature,U.S.A. Trilogy,John Dos Passos,2
Literature,Augustus,John Williams,2
Literature,Butcher's Crossing,John Williams,2
Literature,Stoner,John Williams,2
Literature,The Obscene Bird of Night,José Donoso,2
Literature,Paradiso,José Lezama Lima,2
Literature,The Devil to Pay in the Backlands,João Guimarães Rosa,2
Literature,The Sound of Things Falling,Juan Gabriel Vásquez,2
Literature,My Struggle: Book 1,Karl Ove Knausgård,2
Literature,My Struggle: Book 2,Karl Ove Knausgård,2
Literature,Bliss and Other Stories,Katherine Mansfield,2
Literature,The Garden Party and Other Stories,Katherine Mansfield,2
Literature,A Personal Matter,Kenzaburō Ōe,2
Literature,The Silent Cry,Kenzaburō Ōe,2
Literature,The Bone People,Keri Hulme,2
Literature,The Inheritance of Loss,Kiran Desai,2
Literature,Rickshaw Boy,Lao She,2
Literature,Teahouse,Lao She,2
Literature,Satantango,László Krasznahorkai,2
Literature,Seiobo There Below,László Krasznahorkai,2
Literature,The Melancholy of Resistance,László Krasznahorkai,2
Literature,The Stone Angel,Margaret Laurence,2
Literature,Gilead,Marilynne Robinson,2
Literature,Home,Marilynne Robinson,2
Literature,Housekeeping,Marilynne Robinson,2
Literature,Conversation in the Cathedral,Mario Vargas Llosa,2
Literature,The Feast of the Goat,Mario Vargas Llosa,2
Literature,The Time of the Hero,Mario Vargas Llosa,2
Literature,Selected Stories,Mavis Gallant,2
Literature,Mother,Maxim Gorky,2
Literature,My Childhood,Maxim Gorky,2
Literature,The Lower Depths,Maxim Gorky,2
Literature,Confession of the Lioness,Mia Couto,2
Literature,Sleepwalking Land,Mia Couto,2
Literature,In the Skin of a Lion,Michael Ondaatje,2
Literature,The English Patient,Michael Ondaatje,2
Literature,El Señor Presidente,Miguel Ángel Asturias,2
Literature,Men of Maize,Miguel Ángel Asturias,2
Literature,A Hero of Our Time,Mikhail Lermontov,2
Literature,Burger's Daughter,Nadine Gordimer,2
Literature,July's People,Nadine Gordimer,2
Literature,The Conservationist,Nadine Gordimer,2
Literature,Woman at Point Zero,Nawal El Saadawi,2
Literature,Passing,Nella Larsen,2
Literature,Quicksand,Nella Larsen,2
Literature,Lady Macbeth of Mtsensk,Nikolai Leskov,2
Literature,The Enchanted Wanderer,Nikolai Leskov,2
Literature,Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,2
Literature,Flights,Olga Tokarczuk,2
Literature,The Books of Jacob,Olga Tokarczuk,2
Literature,The Tree of Man,Patrick White,2
Literature,Voss,Patrick White,2
Literature,Erasure,Percival Everett,2
Literature,James,Percival Everett,2
Literature,The Trees,Percival Everett,2
Literature,Oscar and Lucinda,Peter Carey,2
Literature,True History of the Kelly Gang,Peter Carey,2
Literature,Le Cid,Pierre Corneille,2
Literature,Kudos,Rachel Cusk,2
Literature,Outline,Rachel Cusk,2
Literature,Transit,Rachel Cusk,2
Literature,The Flamethrowers,Rachel Kushner,2
Literature,The Mars Room,Rachel Kushner,2
Literature,The Man Without Qualities,Robert Musil,2
Literature,Young Törless,Robert Musil,2
Literature,A Fine Balance,Rohinton Mistry,2
Literature,Such a Long Journey,Rohinton Mistry,2
Literature,The Blind Owl,Sadegh Hedayat,2
Literature,Fever Dream,Samanta Schweblin,2
Literature,Mouthful of Birds,Samanta Schweblin,2
Literature,Clarissa,Samuel Richardson,2
Literature,Pamela,Samuel Richardson,2
Literature,Kristin Lavransdatter,Sigrid Undset,2
Literature,Thus Were Their Faces,Silvina Ocampo,2
Literature,Babbitt,Sinclair Lewis,2
Literature,Elmer Gantry,Sinclair Lewis,2
Literature,It Can't Happen Here,Sinclair Lewis,2
Literature,Main Street,Sinclair Lewis,2
Literature,Embers,Sándor Márai,2
Literature,The Days,Taha حسين,2
Literature,The Birds,Tarjei Vesaas,2
Literature,The Ice Palace,Tarjei Vesaas,2
Literature,Every Day Is for the Thief,Teju Cole,2
Literature,Open City,Teju Cole,2
Literature,The Copenhagen Trilogy,Tove Ditlevsen,2
Literature,Fair Play,Tove Jansson,2
Literature,The Summer Book,Tove Jansson,2
Literature,Nervous Conditions,Tsitsi Dangarembga,2
Literature,This Mournable Body,Tsitsi Dangarembga,2
Literature,Lost Children Archive,Valeria Luiselli,2
Literature,The Story of My Teeth,Valeria Luiselli,2
Literature,Campo Santo,W.G. Sebald,2
Literature,Lost in the Cosmos,Walker Percy,2
Literature,The Moviegoer,Walker Percy,2
Literature,Ivanhoe,Walter Scott,2
Literature,Rob Roy,Walter Scott,2
Literature,The Heart of Midlothian,Walter Scott,2
Literature,Waverley,Walter Scott,2
Literature,Death Comes for the Archbishop,Willa Cather,2
Literature,My Ántonia,Willa Cather,2
Literature,O Pioneers!,Willa Cather,2
Literature,The Professor's House,Willa Cather,2
Literature,The History of Henry Esmond,William Makepeace Thackeray,2
Literature,Vanity Fair,William Makepeace Thackeray,2
Literature,Homegoing,Yaa Gyasi,2
Literature,Transcendent Kingdom,Yaa Gyasi,2
Literature,Selected Poetry of Yehuda Amichai,Yehuda Amichai,2
Literature,The Memory of Love,Aminatta Forna,3
Literature,Ice-Candy-Man,Bapsi Sidhwa,3
Literature,Cenizas de Izalco,Claribel Alegría,3
Literature,An Episode in the Life of a Landscape Painter,César Aira,3
Literature,Ghosts,César Aira,3
Literature,Heaven and Hell,Jón Kalman Stefánsson,3
Literature,Minaret,Leila Aboulela,3
Literature,Solomon Gursky Was Here,Mordecai Richler,3
Literature,Artificial Respiration,Ricardo Piglia,3
Literature,The Day of Judgment,Salvatore Satta,3
Literature,The Sand Child,Tahar Ben Jelloun,3
Mathematics,Introduction to Topology,Bert Mendelson,1
Mathematics,Disquisitiones Arithmeticae,Carl Friedrich Gauss,1
Mathematics,Introduction to Algorithms,Cormen et al.,1
Mathematics,What Is Mathematics?,Courant & Robbins,1
Mathematics,Introduction to Probability,Dimitri Bertsekas & John Tsitsiklis,1
Mathematics,Flatland,Edwin Abbott,1
Mathematics,Category Theory in Context,Emily Riehl,1
Mathematics,Elements,Euclid,1
Mathematics,A Mathematician's Apology,G. H. Hardy,1
Mathematics,How to Solve It,George Pólya,1
Mathematics,Mathematics and Plausible Reasoning,George Pólya,1
Mathematics,Concrete Mathematics,"Graham, Knuth, Patashnik",1
Mathematics,Introduction to the Theory of Numbers,Hardy & Wright,1
Mathematics,Science and Hypothesis,Henri Poincaré,1
Mathematics,The Foundations of Science,Henri Poincaré,1
Mathematics,Proofs and Refutations,Imre Lakatos,1
Mathematics,Opticks,Isaac Newton,1
Mathematics,Philosophiæ Naturalis Principia Mathematica,Isaac Newton,1
Mathematics,Topology,James Munkres,1
Mathematics,A Course in Arithmetic,Jean-Pierre Serre,1
Mathematics,Introduction to Smooth Manifolds,John Lee,1
Mathematics,Mathematics and the Imagination,Kasner & Newman,1
Mathematics,Algebra,Michael Artin,1
Mathematics,Gödel's Proof,Nagel & Newman,1
Mathematics,Measure Theory,Paul Halmos,1
Mathematics,What Is Mathematics?,Richard Courant and Herbert Robbins,1
Mathematics,Algebraic Geometry,Robin Hartshorne,1
Mathematics,Category Theory for the Working Mathematician,Saunders Mac Lane,1
Mathematics,Algebra,Serge Lang,1
Mathematics,Linear Algebra Done Right,Sheldon Axler,1
Mathematics,Set Theory,Thomas Jech,1
Mathematics,The Princeton Companion to Mathematics,Timothy Gowers,1
Mathematics,Visual Complex Analysis,Tristan Needham,1
Mathematics,Principles of Mathematical Analysis,Walter Rudin,1
Mathematics,Principia Mathematica,Whitehead & Russell,1
Mathematics,Probability Theory,William Feller,1
Mathematics,Elements of Mathematics,Bourbaki,2
Mathematics,Mathematical Thought from Ancient to Modern Times,Morris Kline,2
Mathematics,Mathematics for the Nonmathematician,Morris Kline,2
Mathematics,Geometry,René Descartes,2
Medieval Philosophy & Theology,City of God,Augustine,1
Medieval Philosophy & Theology,Confessions,Augustine,1
Medieval Philosophy & Theology,Guide for the Perplexed,Maimonides,1
Medieval Philosophy & Theology,Summa Theologica,Thomas Aquinas,1
Medieval Philosophy & Theology,The Cloud of Unknowing,Anonymous,2
Medieval Philosophy & Theology,Cur Deus Homo,Anselm,2
Medieval Philosophy & Theology,Proslogion,Anselm,2
Medieval Philosophy & Theology,The Incoherence of the Incoherence,Averroes,2
Medieval Philosophy & Theology,The Book of Healing,Avicenna,2
Medieval Philosophy & Theology,Itinerarium Mentis in Deum,Bonaventure,2
Medieval Philosophy & Theology,Selected Writings,Meister Eckhart,2
Medieval Philosophy & Theology,Summa Contra Gentiles,Thomas Aquinas,2
Mystery,And Then There Were None,Agatha Christie,1
Mystery,Curtain,Agatha Christie,1
Mystery,Death on the Nile,Agatha Christie,1
Mystery,Five Little Pigs,Agatha Christie,1
Mystery,Murder on the Orient Express,Agatha Christie,1
Mystery,The ABC Murders,Agatha Christie,1
Mystery,The Murder of Roger Ackroyd,Agatha Christie,1
Mystery,A Study in Scarlet,Arthur Conan Doyle,1
Mystery,The Adventures of Sherlock Holmes,Arthur Conan Doyle,1
Mystery,The Hound of the Baskervilles,Arthur Conan Doyle,1
Mystery,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,1
Mystery,The Return of Sherlock Holmes,Arthur Conan Doyle,1
Mystery,The Sign of Four,Arthur Conan Doyle,1
Mystery,Red Harvest,Dashiell Hammett,1
Mystery,The Dain Curse,Dashiell Hammett,1
Mystery,The Maltese Falcon,Dashiell Hammett,1
Mystery,The Thin Man,Dashiell Hammett,1
Mystery,Gaudy Night,Dorothy L. Sayers,1
Mystery,Murder Must Advertise,Dorothy L. Sayers,1
Mystery,Strong Poison,Dorothy L. Sayers,1
Mystery,The Nine Tailors,Dorothy L. Sayers,1
Mystery,Deep Water,Patricia Highsmith,1
Mystery,Ripley Under Ground,Patricia Highsmith,1
Mystery,Strangers on a Train,Patricia Highsmith,1
Mystery,The Talented Mr Ripley,Patricia Highsmith,1
Mystery,"Farewell, My Lovely",Raymond Chandler,1
Mystery,The Big Sleep,Raymond Chandler,1
Mystery,The Lady in the Lake,Raymond Chandler,1
Mystery,The Long Goodbye,Raymond Chandler,1
Mystery,A Rage in Harlem,Chester Himes,2
Mystery,The Real Cool Killers,Chester Himes,2
Mystery,Dark Places,Gillian Flynn,2
Mystery,Gone Girl,Gillian Flynn,2
Mystery,Sharp Objects,Gillian Flynn,2
Mystery,Faceless Killers,Henning Mankell,2
Mystery,The Fifth Woman,Henning Mankell,2
Mystery,L.A. Confidential,James Ellroy,2
Mystery,The Black Dahlia,James Ellroy,2
Mystery,Malice,Keigo Higashino,2
Mystery,The Devotion of Suspect X,Keigo Higashino,2
Mystery,Roseanna,Maj Sjöwall and Per Wahlöö,2
Mystery,The Laughing Policeman,Maj Sjöwall and Per Wahlöö,2
Mystery,The Fashion in Shrouds,Margery Allingham,2
Mystery,The Tiger in the Smoke,Margery Allingham,2
Mystery,A Man Lay Dead,Ngaio Marsh,2
Mystery,Artists in Crime,Ngaio Marsh,2
Mystery,Death in a White Tie,Ngaio Marsh,2
Mystery,An Unsuitable Job for a Woman,P.D. James,2
Mystery,Children of Men,P.D. James,2
Mystery,Death Comes to Pemberley,P.D. James,2
Mystery,The Chill,Ross Macdonald,2
Mystery,The Galton Case,Ross Macdonald,2
Mystery,The Moving Target,Ross Macdonald,2
Mystery,A Judgement in Stone,Ruth Rendell,2
Mystery,The Girl Who Kicked the Hornets' Nest,Stieg Larsson,2
Mystery,The Girl Who Played with Fire,Stieg Larsson,2
Mystery,The Girl with the Dragon Tattoo,Stieg Larsson,2
Mystery,Broken Harbor,Tana French,2
Mystery,In the Woods,Tana French,2
Mystery,The Likeness,Tana French,2
Mystery,A Red Death,Walter Mosley,2
Mystery,Devil in a Blue Dress,Walter Mosley,2
Mystery,Indemnity Only,Sara Paretsky,3
Non-Western Literature,Shahnameh,Firdausi,1
Non-Western Literature,Almanac of the Dead,Leslie Marmon Silko,1
Non-Western Literature,Ceremony,Leslie Marmon Silko,1
Non-Western Literature,House Made of Dawn,N. Scott Momaday,1
Non-Western Literature,Epic of Gilgamesh,Oral Epic,1
Non-Western Literature,Malgudi Days,R.K. Narayan,1
Non-Western Literature,Swami and Friends,R.K. Narayan,1
Non-Western Literature,The Guide,R.K. Narayan,1
Non-Western Literature,Masnavi,Rumi,1
Non-Western Literature,Midnight's Children,Salman Rushdie,1
Non-Western Literature,Shalimar the Clown,Salman Rushdie,1
Non-Western Literature,The Satanic Verses,Salman Rushdie,1
Non-Western Literature,One Thousand and One Nights,The Arabian Nights,1
Non-Western Literature,Folktales from India,A.K. Ramanujan,2
Non-Western Literature,Speaking of Siva,A.K. Ramanujan,2
Non-Western Literature,Leo Africanus,Amin Maalouf,2
Non-Western Literature,Samarkand,Amin Maalouf,2
Non-Western Literature,Sea of Poppies,Amitav Ghosh,2
Non-Western Literature,The Glass Palace,Amitav Ghosh,2
Non-Western Literature,The Shadow Lines,Amitav Ghosh,2
Non-Western Literature,The God of Small Things,Arundhati Roy,2
Non-Western Literature,The Ministry of Utmost Happiness,Arundhati Roy,2
Non-Western Literature,Fantasia: An Algerian Cavalcade,Assia Djebar,2
Non-Western Literature,Kitchen,Banana Yoshimoto,2
Non-Western Literature,A Question of Power,Bessie Head,2
Non-Western Literature,Pather Panchali,Bibhutibhushan Bandyopadhyay,2
Non-Western Literature,Frontier,Can Xue,2
Non-Western Literature,The Box Man,Kobo Abe,2
Non-Western Literature,The Woman in the Dunes,Kobo Abe,2
Non-Western Literature,Love Medicine,Louise Erdrich,2
Non-Western Literature,The Round House,Louise Erdrich,2
Non-Western Literature,Tracks,Louise Erdrich,2
Non-Western Literature,Imaginary Maps,Mahasweta Devi,2
Non-Western Literature,Mother of 1084,Mahasweta Devi,2
Non-Western Literature,Coolie,Mulk Raj Anand,2
Non-Western Literature,Untouchable,Mulk Raj Anand,2
Non-Western Literature,Layla and Majnun,Nizami Ganjavi,2
Non-Western Literature,Godaan,Premchand,2
Non-Western Literature,The Gift of a Cow,Premchand,2
Non-Western Literature,The Bustan,Saadi,2
Non-Western Literature,The Gulistan,Saadi,2
Non-Western Literature,Border Town,Shen Congwen,2
Non-Western Literature,Kiss of the Fur Queen,Tomson Highway,2
Non-Western Literature,The Salt Eaters,Toni Cade Bambara,2
Non-Western Literature,Brothers,Yu Hua,2
Non-Western Literature,To Live,Yu Hua,2
Non-Western Literature,Strange Weather in Tokyo,Hiromi Kawakami,3
Non-Western Philosophy,Culture and Imperialism,Edward Said,1
Non-Western Philosophy,Representations of the Intellectual,Edward Said,1
Non-Western Philosophy,"Black Skin, White Masks",Frantz Fanon,1
Non-Western Philosophy,The Wretched of the Earth,Frantz Fanon,1
Non-Western Philosophy,Tao Te Ching,Laozi,1
Non-Western Philosophy,Mencius,Mencius,1
Non-Western Philosophy,Mulamadhyamakakarika,Nāgārjuna,1
Non-Western Philosophy,The Way of the Bodhisattva,Shantideva,1
Non-Western Philosophy,Principal Upanishads,The Upanishads,1
Non-Western Philosophy,Ramayana,Valmiki,1
Non-Western Philosophy,Bhagavad Gita,Vyasa,1
Non-Western Philosophy,Mahabharata,Vyasa,1
Non-Western Philosophy,Zhuangzi,Zhuangzi,1
Non-Western Philosophy,Discourse on Colonialism,Aimé Césaire,2
Non-Western Philosophy,I Ching,Book of Changes,2
Non-Western Philosophy,Shōbōgenzō,Dōgen,2
Non-Western Philosophy,Han Feizi,Han Fei,2
Non-Western Philosophy,Mozi,Mozi,2
Non-Western Philosophy,The Book of Five Rings,Musashi Miyamoto,2
Non-Western Philosophy,Decolonising the Mind,Ngũgĩ wa Thiong'o,2
Non-Western Philosophy,Moving the Centre,Ngũgĩ wa Thiong'o,2
Non-Western Philosophy,Yoga Sutras,Patanjali,2
Non-Western Philosophy,Nationalism,Rabindranath Tagore,2
Non-Western Philosophy,Sadhana,Rabindranath Tagore,2
Non-Western Philosophy,The Human Cycle,Sri Aurobindo,2
Non-Western Philosophy,The Life Divine,Sri Aurobindo,2
Non-Western Philosophy,Jnana Yoga,Swami Vivekananda,2
Non-Western Philosophy,Raja Yoga,Swami Vivekananda,2
Non-Western Philosophy,Xunzi,Xunzi,2
Non-Western Philosophy,The Ten Stages of the Development of Mind,Kūkai,3
Non‑Western History,Dream of the Red Chamber,Cao Xueqin,1
Non‑Western History,The Analects,Confucius,1
Non‑Western History,Shahnameh,Ferdowsi,1
Non‑Western History,The Muqaddimah,Ibn Khaldun,1
Non‑Western History,Arthashastra,Kautilya,1
Non‑Western History,Romance of the Three Kingdoms,Luo Guanzhong,1
Non‑Western History,The Book of Five Rings,Miyamoto Musashi,1
Non‑Western History,The Tale of Genji,Murasaki Shikibu,1
Non‑Western History,Bushido: The Soul of Japan,Nitobe Inazō,1
Non‑Western History,Records of the Grand Historian,Sima Qian,1
Non‑Western History,The Art of War,Sun Tzu,1
Non‑Western History,Journey to the West,Wu Cheng'en,1
Philosophy,After Virtue,Alasdair MacIntyre,1
Philosophy,Whose Justice? Which Rationality?,Alasdair MacIntyre,1
Philosophy,The Myth of Sisyphus,Albert Camus,1
Philosophy,The Plague,Albert Camus,1
Philosophy,The Rebel,Albert Camus,1
Philosophy,The Stranger,Albert Camus,1
Philosophy,Categories,Aristotle,1
Philosophy,Generation of Animals,Aristotle,1
Philosophy,History of Animals,Aristotle,1
Philosophy,Nicomachean Ethics,Aristotle,1
Philosophy,On Interpretation,Aristotle,1
Philosophy,On the Soul,Aristotle,1
Philosophy,Parts of Animals,Aristotle,1
Philosophy,Physics,Aristotle,1
Philosophy,Politics,Aristotle,1
Philosophy,Posterior Analytics,Aristotle,1
Philosophy,Prior Analytics,Aristotle,1
Philosophy,Rhetoric,Aristotle,1
Philosophy,On the Basis of Morality,Arthur Schopenhauer,1
Philosophy,Parerga and Paralipomena,Arthur Schopenhauer,1
Philosophy,The World as Will and Representation,Arthur Schopenhauer,1
Philosophy,On Christian Doctrine,Augustine,1
Philosophy,On Free Choice of the Will,Augustine,1
Philosophy,Ethics,Baruch Spinoza,1
Philosophy,Political Treatise,Baruch Spinoza,1
Philosophy,Theological-Political Treatise,Baruch Spinoza,1
Philosophy,A History of Western Philosophy,Bertrand Russell,1
Philosophy,Marriage and Morals,Bertrand Russell,1
Philosophy,Our Knowledge of the External World,Bertrand Russell,1
Philosophy,Principia Mathematica,Bertrand Russell,1
Philosophy,Problems of Philosophy,Bertrand Russell,1
Philosophy,The Problems of Philosophy,Bertrand Russell,1
Philosophy,Why I Am Not a Christian,Bertrand Russell,1
Philosophy,Pensées,Blaise Pascal,1
Philosophy,Provincial Letters,Blaise Pascal,1
Philosophy,The Consolation of Philosophy,Boethius,1
Philosophy,Myth of Sisyphus,Camus,1
Philosophy,A Secular Age,Charles Taylor,1
Philosophy,Sources of the Self,Charles Taylor,1
Philosophy,A Treatise of Human Nature,David Hume,1
